X,Y,OBJECTID,vrsta,naziv,lokacija,broj_stalaka,broj_bicikala,godina_postavljanja,MJESNI_ODBOR,GRADSKA_CETVRT
15.977402522,45.813749903,157,stalci,Pod zidom,Harmica,3,6,2017,"""August Cesarec""",GORNJI GRAD - MEDVEŠČAK
16.0236715520001,45.807156746,158,stalci,"Racinova 1B, DV Duga","Racinova 1B, DV Duga",3,6,2016,Volovčica,PEŠČENICA - ŽITNJAK
16.024622731,45.8124155020001,159,stalci,"Gradska ljekarna, Vidrićeva 38a","Gradska ljekarna, Vidrićeva 38a",3,6,2016,"""Bruno Bušić""",PEŠČENICA - ŽITNJAK
16.0177316670001,45.813611666,160,stalci,Divka Budaka 16,Divka Budaka 16,3,6,2019,Peščenica,PEŠČENICA - ŽITNJAK
16.013282352,45.81452826,161,stalci,Svetice 23,Svetice 23,3,6,2017,Peščenica,PEŠČENICA - ŽITNJAK
16.017340533,45.8145761650001,162,stalci,Borongaj 2,Borongaj 2,14,28,2019,Maksimirska naselja,MAKSIMIR
16.0180593650001,45.8147528280001,163,stalci,Borongaj 1,Borongaj 1,11,22,2019,Maksimirska naselja,MAKSIMIR
16.016632766,45.8148652290001,164,stalci,Borongaj 3,Borongaj 3,11,22,2019,Maksimirska naselja,MAKSIMIR
16.0098461060001,45.815897152,165,stalci,Kennedyev trg 3,Kennedyjev trg 3,6,12,2019,Ružmarinka,MAKSIMIR
16.0085331660001,45.8148033030001,166,stalci,Kennedyev trg 11,Kennedyev trg 11,2,4,2021,Ružmarinka,MAKSIMIR
15.9756650410001,45.7970274140001,167,stalci,Gacka 16 - Ulix d.o.o.,Gacka 16,4,8,2018,Miramare,TRNJE
15.9866416460001,45.7981592450001,168,stalci,O.Š. Grigor Vitez,Kruge 46,3,6,2017,Trnje,TRNJE
16.0037232930001,45.802655256,169,stalci,Radnička cesta 39,Radnička cesta 39,17,34,2019,Kanal,TRNJE
16.0040575630001,45.805229282,170,stalci,The Hive Zagreb Climbing,Heinzelova 66,6,12,2018,Kanal,TRNJE
16.005316861,45.806780233,171,stalci,ZGH - Zagrepčanka,Heinzelova 68,5,10,2018,Kanal,TRNJE
16.016111746,45.804578366,172,stalci,Donje Svetice 89,Donje Svetice 89,6,12,2015,Donje Svetice,PEŠČENICA - ŽITNJAK
16.025016346,45.802572748,173,stalci,Ferenščica I. 90,Ferenščica I. 90,4,8,2016,Ferenščica,PEŠČENICA - ŽITNJAK
15.948691535,45.812358455,174,stalci,Vodovodna - Ilica,Vodovodna - Ilica,3,6,2019,"""Ban Keglević""",ČRNOMEREC
16.041923592,45.8124892530001,175,stalci,Kampus Borongaj,Kampus Borongaj,17,34,2015,Borongaj - Lugovi,PEŠČENICA - ŽITNJAK
15.8460422960001,45.8153951850001,176,stalci,Podsusedska aleja 79,Podsusedska aleja 79,,,2018,Podsused,PODSUSED - VRAPČE
15.871567129,45.81805473,177,stalci,OŠ Dragutina Domjanića,Gajnice 31,10,20,2020,Gajnice,PODSUSED - VRAPČE
15.9983736840001,45.824375237,178,stalci,Dobri dol 47-49,Dobri dol 47-49,3,,2021,Dobri Dol,MAKSIMIR
15.9183346300001,45.794191041,179,stalci,Rudeška cesta k.br. 144,Rudeška cesta k.br. 144,3,,2021,Vrbani,TREŠNJEVKA - JUG
15.9200208090001,45.792712049,180,stalci,DV Grigor Vitez,Ožujska 10a,3,,2021,Vrbani,TREŠNJEVKA - JUG
15.876797534,45.8145026870001,181,stalci,Sigetje k.br. 2,Sigetje k.br. 2,10,20,2022,Gajnice,PODSUSED - VRAPČE
15.8726360090001,45.8164027400001,182,stalci,TRŽNICA - GAJNICE,TRŽNICA - GAJNICE,5,10,2022,Gajnice,PODSUSED - VRAPČE
15.983088928,45.778182949,183,stalci,E. Murtića k.br. 2,E. Murtića k.br. 2,4,8,2021,Središće,NOVI ZAGREB - ISTOK
15.957040593,45.810888769,184,stalci,Ul. Republike Austrije,Ul. republike Austrije 20,7,14,2022,"""Ban Keglević""",ČRNOMEREC
15.969483159,45.811873248,185,stalci,Frankopanska,Frankopanska 13,10,20,2020,"""Andrija Medulić""",DONJI GRAD
15.9334128310001,45.7885127820001,186,stalci,OŠ ivana Meštrovića,Ulica Martina Pušteka 1,5,10,2022,Gajevo,TREŠNJEVKA - JUG
15.9281821590001,45.7995074520001,187,stalci,Elektrotehnička škola,Konavoska ulica 2,5,10,2022,"""Dr. Ante Starčević""",TREŠNJEVKA - SJEVER
15.9281834010001,45.7993905860001,188,stalci,Elektrotehnička škola,Konavoska ulica 2,5,10,2022,"""Dr. Ante Starčević""",TREŠNJEVKA - SJEVER
15.9386233060001,45.8199499630001,189,stalci,KB Sveti Duh - sjever,Ulica Sveti Duh 64,5,10,2022,"""Sveti Duh""",ČRNOMEREC
15.9388810840001,45.8198505400001,190,stalci,KB Sveti Duh - jug,Ulica Sveti Duh 64,5,10,2022,"""Sveti Duh""",ČRNOMEREC
15.9381556540001,45.8202840610001,191,stalci,KB Sveti Duh - hitni prijem,Ulica Sveti Duh 64,5,10,2022,"""Sveti Duh""",ČRNOMEREC
15.957157136,45.8123900960001,192,stalci,Ministarstvo graditeljstva,Ulica Republike Austrije 14,5,10,2022,"""Ban Keglević""",ČRNOMEREC
15.9987766400001,45.7703473510001,193,stalci,OŠ Gustava Krkleca,Ulica Božidara Magovca 103,7,14,2022,Travno,NOVI ZAGREB - ISTOK
16.053850578,45.8295626920001,194,stalci,Kulturni centar Dubrava,Avenija Dubrava 51,5,10,2022,Klaka,GORNJA DUBRAVA
15.9044721710001,45.7942570320001,195,stalci,OŠ Prečko,Ulica Dekanići 6,10,20,2022,Prečko,TREŠNJEVKA - JUG
15.9402386040001,45.7916388410001,196,stalci,Radonje - Loparska,Ulica majstora Radonje - Loparska,3,6,2022,Horvati - Srednjaci,TREŠNJEVKA - JUG
16.069850393,45.8332672180001,197,stalci,OŠ A.B. ŠIMIĆA,"OŠ A.B. ŠIMIĆA, Krotovica k.br. 15",5,10,2022,Trnovčica,GORNJA DUBRAVA
15.9797181210001,45.801430564,198,stalci,KD VATROSLAV LISINSKI,"KD VATROSLAV LISINSKI, Trg S. Radića k.br. 4",4,8,2022,Martinovka,TRNJE
15.9797223790001,45.8013526460001,199,stalci,KD VATROSLAV LISINSKI,"KD VATROSLAV LISINSKI, Trg S. Radića 4",4,8,2022,Martinovka,TRNJE
15.9134266290001,45.7853458980001,200,stalci,ŠRC JARUN,"ŠRC JARUN, UPRAVNA ZGRADA",5,10,2022,Jarun,TREŠNJEVKA - JUG
15.908502448,45.7797398750001,201,stalci,ŠRC JARUN,BASEBALL KLUB ZAGREB,6,12,2022,Jarun,TREŠNJEVKA - JUG
15.9082977580001,45.7798059140001,202,stalci,ŠRC JARUN,BASEBALL KLUB ZAGREB,8,16,2022,Jarun,TREŠNJEVKA - JUG
15.9162492290001,45.7777404560001,203,stalci,ŠRC JARUN,VIŠEOSJETILNI PARK,4,8,2022,Jarun,TREŠNJEVKA - JUG
15.9161441960001,45.7777702490001,204,stalci,ŠRC JARUN,VIŠEOSJETILNI PARK,8,16,2022,Jarun,TREŠNJEVKA - JUG
15.913711242,45.785004932,205,stalci,ŠRC JARUN,"ŠRC JARUN, UPRAVNA ZGRADA",3,6,2022,Jarun,TREŠNJEVKA - JUG
15.913830997,45.7849567390001,206,stalci,ŠRC JARUN,"ŠRC JARUN, UPRAVNA ZGRADA",3,6,2022,Jarun,TREŠNJEVKA - JUG
15.9196946390001,45.7824320820001,207,stalci,ŠRC JARUN,UO JARUNSKA OAZA,5,10,2022,Jarun,TREŠNJEVKA - JUG
15.912305152,45.7867680320001,208,stalci,ŠRC JARUN,KKK JARUN,20,40,2022,Jarun,TREŠNJEVKA - JUG
15.9100757960001,45.784926673,209,stalci,ŠRC JARUN,JK SV. NIKOLA,3,6,2022,Jarun,TREŠNJEVKA - JUG
15.9231598220001,45.7779942700001,210,stalci,ŠRC JARUN,KANU KLUB KONČAR,3,6,2022,Jarun,TREŠNJEVKA - JUG
15.9257127560001,45.7790117370001,211,stalci,ŠRC JARUN,Ribički prilaz,5,10,2022,Jarun,TREŠNJEVKA - JUG
15.9259667220001,45.7787843070001,212,stalci,ŠRC JARUN,Ribički prilaz,5,10,2022,Jarun,TREŠNJEVKA - JUG
15.9180457460001,45.785354,213,stalci,ŠRC JARUN,Zapadni ulaz u ŠRC Jarun,4,8,2022,Jarun,TREŠNJEVKA - JUG
16.174104169,45.814446235,214,stalci,DVD Sesvetski Kraljevec,Željeznilka ulica 13,3,6,2022,Sesvetski Kraljevec,SESVETE
16.1744329700001,45.814276362,215,stalci,DVD Sesvetski Kraljevec,Željeznička ulica 13,3,6,2022,Sesvetski Kraljevec,SESVETE
15.9927750630001,45.798366582,216,stalci,ŠRC Trnje,Ulica Pile I.,3,6,2022,"""Marin Držić""",TRNJE
16.1178803920001,45.8290405650001,217,stalci,OŠ Sesvete,Ulica Ivana Gorana Kovačića 19,4,8,2022,Gajišće,SESVETE
16.1177897470001,45.8289099180001,218,stalci,OŠ Sesvete,Ulica Ivana Gorana Kovačića 19,6,12,2022,Gajišće,SESVETE
16.1099165640001,45.8269683030001,219,stalci,Trg Dragutina Domjanića,Trg Dragutina Domjanića 6,10,20,2022,Centar,SESVETE
16.1119955180001,45.830684626,220,stalci,DVD Šegrt Hlapić,Ulica Dobriše Cesarića 4,5,10,2022,Gajišće,SESVETE
16.1356902260001,45.832082353,221,stalci,OŠ Sesvetska sela,Letnička ulica 5,10,20,2022,Sesvetska Sela,SESVETE
15.9974758930001,45.804515081,222,stalci,Radnička cesta,Radnička cesta 1a,4,8,2022,Kanal,TRNJE
15.984681833,45.8131713340001,223,stalci,Trg Drage Iblera,Trg Drage Iblera 9,5,10,2022,"""Hrvatski narodni vladari""",DONJI GRAD
16.1063555900001,45.8301740520001,224,stalci,OŠ Luka,Ulica Otona Ivekovića 16,7,14,2022,Staro Brestje,SESVETE
15.9899172410001,45.7788257970001,225,stalci,Savezne Republike Njemačke,Savezne Republike Njemačke 10,4,8,2022,Zapruđe,NOVI ZAGREB - ISTOK
15.9504825980001,45.7874682940001,226,stalci,Horvaćanska 31a,Horvaćanska cesta 31a,6,12,2022,Knežija,TREŠNJEVKA - JUG
16.0116843800001,45.821912743,227,stalci,Duknovićeva ulica,Duknovićeva ulica 4,4,8,2022,Mašićeva,MAKSIMIR
15.890167709,45.8178988430001,228,stalci,Bolnička 60A,OŠ D. TADIJANOVIĆ,5,10,2022,Perjavica - Borčec,PODSUSED - VRAPČE
15.8348129460001,45.816551207,229,stalci,Podsusedski trg k.br. 3,Podsusedski trg k.br. 3,4,8,2022,Podsused,PODSUSED - VRAPČE
15.883257187,45.8189920880001,230,stalci,Bolnička 92,OŠ STENJEVEC,5,10,2022,Perjavica - Borčec,PODSUSED - VRAPČE
15.8345781100001,45.817431028,231,stalci,OŠ BANA JOSIPA JELAČIĆA,Podgradski odvojak k.br.  1,5,10,2022,Podsused,PODSUSED - VRAPČE
15.9066983320001,45.8140472870001,232,stalci,Dom zdravlja Zagreb - zapad,Vrabečak 4,4,8,2022,Vrapče - centar,PODSUSED - VRAPČE
15.9021117780001,45.813038856,233,stalci,Ilica k.br. 508,Ilica k.br. 508,3,6,2022,Vrapče - centar,PODSUSED - VRAPČE
15.905911781,45.812621166,234,stalci,MO VRAPČE-CENTAR,Ilica k.br. 421,4,8,2022,Vrapče - centar,PODSUSED - VRAPČE
15.9058800920001,45.8134689730001,235,stalci,Vrapčanska k.br. 3,Vrapčanska k.br. 3,5,10,2022,Vrapče - centar,PODSUSED - VRAPČE
15.9767078530001,45.7909783370001,236,stalci,Močvara,Močvara,20,40,2020,Cvjetno naselje,TRNJE
15.950499714,45.791008882,237,stalci,Albaharijeva,Albaharijeva ulica 7,3,6,2022,Knežija,TREŠNJEVKA - JUG
15.9456579010001,45.792154485,238,stalci,DVD Matije Gupca,Ulica braće Cvijić 18,5,10,2022,Knežija,TREŠNJEVKA - JUG
16.0686979170001,45.8262799450001,239,stalci,OŠ Retkovec,Aleja javora 2,10,20,2022,Novi Retkovec,DONJA DUBRAVA
16.0358864020001,45.838937511,240,stalci,OŠ Žuti brijeg,Vrtnjakovečka ulica 8,5,10,2022,Gornja Dubrava,GORNJA DUBRAVA
15.959458651,45.8088281980001,241,stalci,Jagićeva 27,Jagićeva ulica 27,1,2,2022,"""Petar Zrinski""",DONJI GRAD
15.959624901,45.808783239,242,stalci,Jagićeva 29,Jagićeva ulica 29,1,2,2022,"""Petar Zrinski""",DONJI GRAD
15.9593817790001,45.8088498380001,243,stalci,Jagićeva 27,Jagićeva ulica 27,2,4,2022,"""Petar Zrinski""",DONJI GRAD
15.944786509,45.784973645,244,stalci,KIF,Horvaćanski zavoj 15,12,24,2022,Horvati - Srednjaci,TREŠNJEVKA - JUG
16.0533679970001,45.8471480100001,245,stalci,OŠ Granešina,Ulica Granešina 1,5,10,2022,Granešina,GORNJA DUBRAVA
15.9493705690001,45.790133154,246,stalci,Ujevićeva,Ujevićeva ulica 17,3,6,2022,Knežija,TREŠNJEVKA - JUG
15.943599116,45.7900430490001,247,stalci,DV Srednjaci,Ulica Vladimira Filakovca,4,8,2022,Horvati - Srednjaci,TREŠNJEVKA - JUG
16.009764289,45.8194156910001,248,stalci,Klovićeva k.br. 14,Klovićeva k.br. 14,4,8,2022,Mašićeva,MAKSIMIR
15.983271412,45.773236938,249,stalci,H. Ehrilicha k.br. 9b,H. Ehrilicha k.br. 9b,3,6,2022,Sopot,NOVI ZAGREB - ISTOK
15.9527119090001,45.798946953,250,stalci,IX. GIMNAZIJA,Dobojska k.br. 12,10,20,2022,Stara Trešnjevka,TREŠNJEVKA - SJEVER
15.959559902,45.8214665150001,251,stalci,OŠ PANTOVČAK,Hercegovačka k.br. 108,4,8,2022,"""Stjepan Radić""",GORNJI GRAD - MEDVEŠČAK
15.9779255670001,45.8065994310001,252,stalci,Trg kralja Tomislava k.br. 17,Trg kralja Tomislava k.br. 17,5,10,2022,"""August Šenoa""",DONJI GRAD
15.9450917930001,45.8017580380001,253,stalci,DV BAJKA,Zorkovačka k.br. 8,4,8,2022,"""Nikola Tesla""",TREŠNJEVKA - SJEVER
16.0055294050001,45.8193785180001,254,stalci,OŠ VLADIMIRA NAZORA,Jordanovac k.br. 23,5,10,2022,Mašićeva,MAKSIMIR
15.974973445,45.807542934,255,stalci,Baruna Trenka k.br. 18,Baruna Trenka k.br. 18,2,4,2022,"""Kralj Petar Svačić""",DONJI GRAD
15.968632438,45.791317355,256,stalci,Prisavlje k.br. 14,Prisavlje k.br. 14,15,30,2022,Cvjetno naselje,TRNJE
15.9746014030001,45.8054777840001,257,stalci,A. Mihanovića k.br. 3,A. Mihanovića k.br. 3,5,10,2022,"""Kralj Petar Svačić""",DONJI GRAD
15.9838653190001,45.8090720530001,258,stalci,Draškovićeva k.br. 27,Draškovićeva k.br. 27,3,6,2022,"""Knez Mislav""",DONJI GRAD
15.964131991,45.807428992,259,stalci,RUDARSKO GEOLOŠKO NAFTNI FAKULTET,Pierottijeva k.br. 6,10,20,2022,"""Mimara""",DONJI GRAD
15.980715058,45.810169946,260,stalci,DV RAZLIČAK,Wellerov trg k.br. 1,4,8,2022,Zrinjevac,DONJI GRAD
15.9508898180001,45.815814629,261,stalci,"KLINIKA ZA NEUROLOGIJU, KB SESTARA MILOSRDNICA",Vinogradska k.br. 23,5,10,2022,Jelenovac,ČRNOMEREC
15.952679161,45.8148940080001,262,stalci,KB SESTARA MILOSRDNICA,Vinogradska k.br. 29,9,18,2022,Jelenovac,ČRNOMEREC
15.9707868740001,45.772664768,263,stalci,OŠ VEČESLAVA HOLJEVCA,Siget k.br. 23,10,20,2022,Siget,NOVI ZAGREB - ZAPAD
15.9643783990001,45.8069394140001,264,stalci,RUDARSKO GEOLOŠKO NAFTNI FAKULTET,Pierottijeva k.br. 6,8,16,2022,"""Mimara""",DONJI GRAD
15.900477073,45.808126685,265,stalci,DV MALEŠNICA,Ante Topić-mimare k.br. 34,5,10,2022,Malešnica,STENJEVEC
15.9012636630001,45.8081060710001,266,stalci,OŠ MALEŠNICA,Ante Topić-Mimare k.br. 36,5,10,2022,Malešnica,STENJEVEC
15.896267203,45.8040414280001,267,stalci,Trg Ivana Kukuljevića k.br. 13,Trg Ivana Kukuljevića k.br. 13,5,10,2022,Špansko - sjever,STENJEVEC
15.896217633,45.805056569,268,stalci,Trg Ivana Kukuljevića k.br. 10,Trg Ivana Kukuljevića k.br. 10,5,10,2022,Špansko - sjever,STENJEVEC
15.896271702,45.805296857,269,stalci,Trg Ivana Kukuljevića k.br. 9,Trg Ivana Kukuljevića k.br. 9,5,10,2022,Špansko - sjever,STENJEVEC
15.895503698,45.8049456100001,270,stalci,Trg Ivana Kukuljevića k.br. 5,Trg Ivana Kukuljevića k.br. 5,5,10,2022,Špansko - sjever,STENJEVEC
15.905172722,45.7986906090001,271,stalci,Trg 101. brigade HV,Trg 101. brigade HV,5,10,2022,Špansko - jug,STENJEVEC
15.9228448920001,45.8098028100001,272,stalci,OŠ Otona Ivekovića,Stjepana Pasanca k.br. 3,3,6,2022,"""Matija Gubec""",STENJEVEC
15.8959588110001,45.8071851510001,273,stalci,Saliha Alića k.br. 6,Saliha Alića k.br. 6,5,10,2022,Malešnica,STENJEVEC
15.898147823,45.8025761000001,274,stalci,Tržnica Špansko,Dobriše Cesarića k.br. 71,4,8,2022,Špansko - sjever,STENJEVEC
15.9411203240001,45.789207708,275,stalci,OŠ SREDNJACI,Srednjaci k.br. 30,6,12,2022,Horvati - Srednjaci,TREŠNJEVKA - JUG
15.938219394,45.787944972,276,stalci,Horvaćanska cesta k.br. 69,Horvaćanska cesta k.br. 69,6,12,2022,Horvati - Srednjaci,TREŠNJEVKA - JUG
15.944654525,45.790924165,277,stalci,Selska cesta k.br. 144,Selska cesta k.br. 144,6,12,2022,Horvati - Srednjaci,TREŠNJEVKA - JUG
15.930127285,45.801696129,278,stalci,Dragutina Golika nasuprot k.br. 63,Dragutina Golika 63,3,6,2023,"""Dr. Ante Starčević""",TREŠNJEVKA - SJEVER
16.0158207590001,45.7978647350001,279,stalci,MUP Heinzelova,Heinzelova 98,5,10,2023,Sigečica,TRNJE
15.9571670760001,45.8124649000001,280,stalci,"Ministarstvo prostornog uređenja, graditeljstva i državne imovine",Republike Austrije 14,6,12,2023,"""Ban Keglević""",ČRNOMEREC
15.92962018,45.7899239600001,281,stalci,Tržnica Jarun-istok,Hrgovići,2,4,2023,Gajevo,TREŠNJEVKA - JUG
15.9734340520001,45.8155997360001,282,,,,,,,Gornji grad,GORNJI GRAD - MEDVEŠČAK
15.9734689580001,45.8159070950001,283,stalci,Trg sv. Marka,sv. Ćirila i Metoda k.br. 5,5,10,2023,Gornji grad,GORNJI GRAD - MEDVEŠČAK
15.9734673090001,45.8148838550001,284,stalci,Katarinin trg,Katarinin trg k.br. 2,2,4,2023,Gornji grad,GORNJI GRAD - MEDVEŠČAK
15.9734275550001,45.814458503,285,stalci,Strossmayerovo šetalište,Strossmayerovo šetalište,3,6,2023,Gornji grad,GORNJI GRAD - MEDVEŠČAK
15.974602109,45.815214912,286,stalci,Jezuitski trg,Jezuitski trg k.br. 4,10,20,2023,Gornji grad,GORNJI GRAD - MEDVEŠČAK
15.991271786,45.8014006230001,287,stalci,Ulica grada Vukovara 237b,Ulica grada Vukovara 237b,3,6,2023,"""Marin Držić""",TRNJE
16.048828562,45.827559029,288,stalci,Dubrava - Kapucinska,Dubrava - Kapucinska,3,6,2023,"""Ivan Mažuranić""",DONJA DUBRAVA
16.0562823290001,45.8262585320001,289,stalci,Vinodolska k.br. 23,Vinodolska k.br. 23,2,4,2023,"""30. svibnja 1990.""",DONJA DUBRAVA
16.044336195,45.818812988,290,stalci,Štefanovečki zavoj,Štefanovečki zavoj (uz sportsko igralište),3,6,2023,Donja Dubrava,DONJA DUBRAVA
16.046342086,45.8219948990001,291,stalci,OŠ Marija Jurić Zagorka,Štefanovečka cesta k.br. 67,4,8,2023,Donja Dubrava,DONJA DUBRAVA
16.071410359,45.8274438340001,292,stalci,Sitnice - park,Sitnice - park,2,4,2023,Novi Retkovec,DONJA DUBRAVA
16.0754201820001,45.8270251340001,293,stalci,I. Retkovec k.br. 2a,I. Retkovec k.br. 2a,2,4,2023,Stari Retkovec,DONJA DUBRAVA
16.0658144660001,45.818167026,294,stalci,Badema k.br. 2a,Badema k.br. 2a,2,4,2023,Čulinec,DONJA DUBRAVA
16.0683131060001,45.816707723,295,stalci,NK Čulinec,Ulica Dunja,3,6,2023,Čulinec,DONJA DUBRAVA
16.0494301900001,45.8173021220001,296,stalci,Resnički put k.br. 1a,Resnički put k.br. 1a,2,4,2023,Trnava,DONJA DUBRAVA
16.0556315470001,45.819661851,297,stalci,Ulica kneza Branimira - Osječka,Ulica kneza Branimira - Osječka,4,8,2023,"""30. svibnja 1990.""",DONJA DUBRAVA
16.060664955,45.814597486,298,stalci,DZ Trnava,Resnički put 77,4,8,2023,Trnava,DONJA DUBRAVA
15.9545282760001,45.807016258,299,stalci,Andrije Žaje 44,Andrije Žaje 44,3,6,2023,"""Samoborček""",TREŠNJEVKA - SJEVER
15.9548734310001,45.805116121,300,stalci,Nova cesta 37,Nova cesta 37,3,6,2023,"""Samoborček""",TREŠNJEVKA - SJEVER
15.957047275,45.798225476,301,stalci,"MZ "" A. Mihanovića""",Drenovečka 4,3,6,2023,"""Antun Mihanović""",TREŠNJEVKA - SJEVER
15.9588270300001,45.803048548,302,stalci,DV Trešnjevka,Huga Badalića 24,5,10,2023,"""Silvije Strahimir Kranjčević""",TREŠNJEVKA - SJEVER
15.954155956,45.7991862390001,303,stalci,Zvornička 5,Zvornička 5,5,10,2023,Stara Trešnjevka,TREŠNJEVKA - SJEVER
15.949874331,45.7966668,304,stalci,Zvonigradska 9,Zvonigradska 9,3,6,2023,Stara Trešnjevka,TREŠNJEVKA - SJEVER
15.9540178980001,45.80098731,305,stalci,Trakošćanska 45,Trakošćanska 45,5,10,2023,"""Silvije Strahimir Kranjčević""",TREŠNJEVKA - SJEVER
15.949915021,45.7977091430001,306,stalci,MO Strara Trešnjevka,Park Stara Trešnjevka 1,3,6,2023,Stara Trešnjevka,TREŠNJEVKA - SJEVER
15.9498916750001,45.798127428,307,stalci,Park Stara Trešnjevka 1,Park Stara Trešnjevka 1,3,6,2023,Stara Trešnjevka,TREŠNJEVKA - SJEVER
15.959459273,45.7961553760001,308,stalci,Drvodjeljska škola,Savska 86 (dvorište),6,12,2023,"""Antun Mihanović""",TREŠNJEVKA - SJEVER
15.9898977510001,45.8041009200001,309,stalci,Strojarska 22,Strojarska 22,5,10,2023,"""Marin Držić""",TRNJE
15.9728525510001,45.798501969,310,,,,,,,Miramare,TRNJE
16.071281313,45.833584477,311,,,,,,,Trnovčica,GORNJA DUBRAVA
15.9939211660001,45.7950953550001,312,,,,,,,Trnjanska Savica,TRNJE
15.9948414200001,45.79514994,313,stalci,Gruška 20,Gruška 20,4,8,2023,Trnjanska Savica,TRNJE
15.9954289890001,45.7951751730001,314,stalci,Gruška 22,Gruška 22,4,8,2023,Trnjanska Savica,TRNJE
15.956238967,45.8082807060001,315,stalci,Krste Pavletića 2,Krste Pavletića 2,2,4,2023,"""Samoborček""",TREŠNJEVKA - SJEVER
16.001215088,45.791600444,316,stalci,Lastovska 12,Lastovska 12,3,6,2023,Trnjanska Savica,TRNJE
15.9991093040001,45.7899428860001,317,,,,,,,Trnjanska Savica,TRNJE
15.998699204,45.791384135,318,stalci,Zinke Kunc 3e,Zinke Kunc 3e,4,8,2023,Trnjanska Savica,TRNJE
